umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
17,Male,Student,2,Akademik,2-4 minggu,5,7.2,200,70,4,3,2,4,Meningkatkan Energi,7,6,27,1,2,5,1,olahraga,30,StudentStressFactors
31,Female,Graphic Designer,3,Keuangan,<1 minggu,2,7.7,191,64,4,4,3,5,Mengurangi Stres,7,12,21,4,4,3,2,membaca,60,StudentStressFactors
24,Female,Student,4,Akademik,2-4 minggu,3,5.2,114,20,2,3,3,4,Lebih Produktif,7,6,19,3,4,4,4,journaling,20,StudentCopingMechanisms
24,Female,Accountant,3,Pekerjaan,<1 minggu,3,7.0,188,64,3,2,2,5,Meningkatkan Energi,10,8,19,4,4,3,4,olahraga,45,StudentStressFactors
22,Female,Student,3,Akademik,1-2 minggu,3,6.3,166,48,4,3,2,4,Meningkatkan Energi,7,8,23,4,3,4,2,olahraga,45,SleepHealthLifestyle
23,Female,Student,4,Akademik,<1 minggu,2,6.7,145,45,3,3,3,5,Tidur Lebih Baik,11,10,19,3,5,2,5,membaca,60,StudentStressFactors
21,Male,Student,1,Akademik,<1 minggu,3,6.9,62,49,2,3,3,2,Mengurangi Stres,21,26,19,5,3,2,5,journaling,25,StudentStressFactors
25,Female,Student,3,Lainnya,>1 bulan,2,7.1,197,41,4,3,2,4,Tidur Lebih Baik,8,8,16,2,2,2,2,membaca,30,StudentCopingMechanisms
36,Female,Student,4,Akademik,>1 bulan,1,7.0,156,45,4,3,4,7,Mengurangi Stres,11,11,15,3,3,1,4,journaling,25,StudentCopingMechanisms
23,Male,Entrepreneur,3,Keuangan,2-4 minggu,4,7.4,160,55,3,3,2,3,Lebih Produktif,8,13,24,3,4,3,3,olahraga,30,SleepHealthLifestyle
56,Female,Software Engineer,3,Akademik,1-2 minggu,4,8.0,180,36,3,4,1,5,Lebih Produktif,10,13,22,2,3,3,4,membaca,60,StudentCopingMechanisms
22,Male,Software Engineer,4,Akademik,2-4 minggu,1,6.8,155,24,1,2,2,5,Tidur Lebih Baik,11,9,15,3,5,2,3,journaling,20,SleepHealthLifestyle
19,Female,Student,3,Keuangan,1-2 minggu,2,7.5,168,52,3,2,2,4,Mengurangi Stres,10,7,18,4,3,2,4,membaca,45,StudentCopingMechanisms
24,Male,Student,5,Akademik,2-4 minggu,2,6.2,124,20,3,3,4,6,Mengurangi Stres,8,7,13,3,4,2,4,journaling,20,StudentCopingMechanisms
18,Male,Student,4,Lainnya,>1 bulan,2,6.7,142,28,3,2,3,5,Mengurangi Stres,11,17,17,5,4,2,4,journaling,20,StudentStressFactors
21,Male,Student,4,Lainnya,1-2 minggu,3,5.7,92,45,3,4,3,5,Lebih Produktif,7,8,23,3,3,2,3,membaca,45,StudentCopingMechanisms
24,Female,Content Creator,4,Keuangan,2-4 minggu,2,7.8,138,32,3,3,2,5,Tidur Lebih Baik,13,13,19,5,4,1,3,membaca,60,SleepHealthLifestyle
52,Male,Doctor,5,Keuangan,1-2 minggu,2,7.0,156,45,2,2,4,7,Tidur Lebih Baik,9,9,12,5,5,1,5,journaling,25,StudentStressFactors
23,Male,Student,3,Sosial,<1 minggu,5,6.2,140,40,3,4,3,5,Menenangkan Pikiran,18,7,2,4,2,1,1,membaca,45,StudentStressFactors
28,Female,Freelancer,2,Keuangan,2-4 minggu,4,6.8,200,45,3,3,3,4,Lebih Produktif,5,7,22,1,3,4,3,journaling,20,StudentCopingMechanisms
24,Female,Student,2,Sosial,<1 minggu,4,8.5,186,45,3,2,2,3,Menenangkan Pikiran,7,4,19,2,2,3,3,membaca,45,StudentCopingMechanisms
34,Male,Engineer,2,Akademik,<1 minggu,5,7.1,200,63,3,4,2,4,Lebih Produktif,6,7,30,2,3,5,3,membaca,45,StudentCopingMechanisms
43,Male,Accountant,3,Akademik,>1 bulan,4,8.4,194,39,3,4,2,4,Lebih Produktif,9,12,21,4,3,2,2,membaca,45,StudentStressFactors
57,Male,Scientist,4,Akademik,2-4 minggu,2,7.6,120,44,3,4,4,7,Mengurangi Stres,14,12,18,3,3,3,4,membaca,45,SleepHealthLifestyle
30,Male,Nurse,5,Pekerjaan,2-4 minggu,1,7.0,87,37,4,2,2,7,Mengurangi Stres,13,14,19,5,4,1,4,olahraga,45,StudentStressFactors
24,Male,Student,4,Akademik,1-2 minggu,3,7.1,117,49,3,3,3,6,Mengurangi Stres,13,11,20,5,3,2,4,journaling,20,SleepHealthLifestyle
27,Male,Accountant,3,Pekerjaan,2-4 minggu,2,7.1,154,50,3,4,1,6,Tidur Lebih Baik,8,11,23,4,3,3,2,membaca,60,StudentCopingMechanisms
36,Male,Doctor,4,Pekerjaan,2-4 minggu,2,6.4,104,32,2,4,3,7,Mengurangi Stres,6,9,15,1,4,3,4,membaca,45,SleepHealthLifestyle
20,Female,Student,3,Sosial,1-2 minggu,5,5.9,81,54,2,2,3,5,Lebih Produktif,14,10,7,5,4,3,3,journaling,15,StudentStressFactors
52,Female,Accountant,2,Lainnya,<1 minggu,3,7.0,156,45,4,4,3,3,Tidur Lebih Baik,5,11,23,1,1,3,1,membaca,45,StudentStressFactors
21,Female,Student,4,Keuangan,2-4 minggu,2,7.3,168,47,2,4,2,7,Tidur Lebih Baik,12,14,15,4,3,3,3,membaca,45,StudentCopingMechanisms
44,Male,Manager,5,Pekerjaan,2-4 minggu,1,6.0,136,37,3,3,4,7,Tidur Lebih Baik,14,14,15,5,4,2,4,journaling,25,StudentStressFactors
23,Male,Student,4,Akademik,<1 minggu,2,6.8,119,57,4,4,4,6,Mengurangi Stres,13,10,16,3,5,2,5,membaca,60,SleepHealthLifestyle
41,Female,Engineer,4,Pekerjaan,2-4 minggu,1,7.1,165,49,3,2,4,5,Tidur Lebih Baik,10,11,15,4,4,2,4,journaling,25,SleepHealthLifestyle
49,Male,Manager,5,Lainnya,2-4 minggu,1,6.2,102,34,2,4,4,7,Tidur Lebih Baik,17,15,10,5,5,1,5,journaling,25,StudentCopingMechanisms
19,Male,Student,5,Keuangan,>1 bulan,1,6.1,144,25,1,3,4,7,Mengurangi Stres,4,10,30,4,3,3,5,membaca,60,StudentStressFactors
31,Male,Scientist,4,Pekerjaan,2-4 minggu,1,8.1,120,54,2,2,3,6,Mengurangi Stres,13,13,19,5,3,1,5,journaling,20,StudentCopingMechanisms
49,Male,Engineer,2,Lainnya,2-4 minggu,3,7.6,174,66,3,4,2,3,Meningkatkan Energi,3,7,24,2,2,4,1,membaca,30,SleepHealthLifestyle
20,Male,Student,2,Akademik,1-2 minggu,4,7.2,181,61,4,3,1,4,Lebih Produktif,6,6,23,2,2,5,3,olahraga,45,StudentStressFactors
30,Male,Lawyer,3,Sosial,>1 bulan,3,6.0,135,60,4,3,3,6,Meningkatkan Energi,11,11,19,2,2,3,4,membaca,60,SleepHealthLifestyle
24,Male,Student,3,Akademik,<1 minggu,4,8.2,146,51,3,2,1,5,Lebih Produktif,11,7,19,3,4,2,3,olahraga,45,StudentStressFactors
47,Male,Teacher,4,Pekerjaan,>1 bulan,2,7.8,172,53,2,4,3,5,Tidur Lebih Baik,13,17,20,3,5,3,4,membaca,45,SleepHealthLifestyle
26,Female,Manager,4,Lainnya,>1 bulan,2,7.0,123,45,3,2,4,7,Tidur Lebih Baik,14,9,18,5,5,1,4,journaling,25,StudentStressFactors
20,Male,Student,2,Keuangan,<1 minggu,4,7.0,178,45,2,1,1,1,Lebih Produktif,5,2,23,1,2,4,2,membaca,30,StudentCopingMechanisms
27,Male,Student,5,Akademik,>1 bulan,2,5.2,56,20,1,4,4,6,Tidur Lebih Baik,7,9,15,4,4,1,4,journaling,25,StudentCopingMechanisms
44,Male,Accountant,4,Pekerjaan,>1 bulan,3,6.9,153,45,3,3,2,5,Mengurangi Stres,12,14,16,5,5,3,5,membaca,45,StudentStressFactors
24,Female,Student,5,Akademik,>1 bulan,2,5.7,128,20,1,4,4,7,Tidur Lebih Baik,5,8,17,3,4,3,3,journaling,25,StudentCopingMechanisms
25,Male,Student,4,Akademik,>1 bulan,2,7.0,120,40,3,3,3,4,Mengurangi Stres,12,12,16,5,4,2,4,membaca,45,SleepHealthLifestyle
22,Male,Student,2,Akademik,1-2 minggu,4,6.9,174,70,4,3,2,4,Lebih Produktif,7,7,23,2,3,3,2,membaca,30,StudentStressFactors
24,Female,Student,3,Sosial,<1 minggu,3,6.1,118,48,3,4,2,4,Lebih Produktif,5,3,2,4,3,3,4,membaca,30,StudentStressFactors
20,Male,Student,3,Lainnya,1-2 minggu,2,7.1,196,53,3,4,2,5,Tidur Lebih Baik,8,8,23,4,4,4,3,membaca,60,SleepHealthLifestyle
20,Male,Student,4,Akademik,2-4 minggu,1,7.2,112,55,3,2,4,5,Tidur Lebih Baik,14,9,18,5,4,2,4,journaling,25,SleepHealthLifestyle
26,Male,Doctor,5,Pekerjaan,<1 minggu,2,6.4,150,48,2,3,3,7,Mengurangi Stres,15,13,16,5,4,1,5,membaca,45,StudentStressFactors
20,Female,Student,4,Lainnya,2-4 minggu,3,6.1,111,20,1,4,4,7,Meningkatkan Energi,5,8,20,3,4,3,3,journaling,25,StudentCopingMechanisms
25,Female,Student,3,Sosial,2-4 minggu,3,5.8,180,51,3,3,2,4,Mengurangi Stres,20,1,7,3,1,2,5,membaca,30,StudentStressFactors
30,Female,Doctor,4,Sosial,1-2 minggu,1,7.3,176,41,3,4,4,5,Mengurangi Stres,11,10,22,3,3,2,3,membaca,45,StudentCopingMechanisms
25,Male,Student,4,Lainnya,1-2 minggu,3,6.5,160,20,3,4,3,5,Lebih Produktif,7,7,17,2,3,2,3,olahraga,45,StudentCopingMechanisms
35,Female,Doctor,5,Pekerjaan,2-4 minggu,2,6.6,110,29,3,3,4,6,Tidur Lebih Baik,16,15,13,4,5,1,5,journaling,30,StudentCopingMechanisms
22,Female,Lawyer,4,Keuangan,>1 bulan,3,6.7,143,55,3,2,2,5,Meningkatkan Energi,13,12,17,4,4,2,5,olahraga,60,StudentCopingMechanisms
24,Female,Manager,5,Pekerjaan,>1 bulan,2,6.3,105,34,2,3,3,7,Tidur Lebih Baik,8,8,10,4,4,2,4,membaca,45,SleepHealthLifestyle
57,Male,Sales Representative,3,Pekerjaan,<1 minggu,2,6.1,164,44,4,2,2,6,Tidur Lebih Baik,9,6,19,4,3,3,3,olahraga,45,StudentCopingMechanisms
22,Male,Student,4,Akademik,2-4 minggu,3,5.8,102,20,1,3,4,7,Lebih Produktif,4,5,20,3,3,4,4,journaling,25,StudentCopingMechanisms
43,Female,Accountant,2,Pekerjaan,<1 minggu,5,7.0,178,44,3,3,1,2,Meningkatkan Energi,9,9,23,2,3,4,1,membaca,45,StudentStressFactors
25,Male,Student,1,Akademik,<1 minggu,4,6.6,180,51,3,1,3,1,Meningkatkan Energi,6,5,25,1,1,1,2,olahraga,20,StudentStressFactors
56,Female,Lawyer,4,Pekerjaan,>1 bulan,2,6.5,170,57,3,3,3,4,Tidur Lebih Baik,13,12,14,3,5,2,5,membaca,45,StudentStressFactors
34,Female,Doctor,5,Pekerjaan,2-4 minggu,2,5.5,95,18,2,4,4,7,Tidur Lebih Baik,14,14,11,5,5,1,5,journaling,25,StudentStressFactors
48,Male,Engineer,4,Akademik,2-4 minggu,3,6.9,122,57,4,3,4,5,Lebih Produktif,12,10,22,4,3,2,5,olahraga,60,StudentCopingMechanisms
21,Female,Student,3,Sosial,1-2 minggu,2,6.1,75,35,1,3,1,4,Tidur Lebih Baik,9,2,24,5,4,2,4,membaca,45,StudentStressFactors
24,Female,Student,3,Sosial,>1 bulan,3,7.4,138,47,4,1,2,5,Lebih Produktif,11,5,15,2,2,3,4,olahraga,45,StudentStressFactors
39,Male,Doctor,4,Pekerjaan,>1 bulan,1,7.0,167,51,3,3,3,5,Tidur Lebih Baik,13,9,17,5,3,1,3,membaca,45,StudentStressFactors
42,Female,Manager,5,Pekerjaan,<1 minggu,1,6.1,88,29,2,3,4,6,Mengurangi Stres,17,15,15,5,4,2,5,journaling,25,StudentStressFactors
20,Female,Student,3,Sosial,<1 minggu,3,6.7,178,48,4,2,1,6,Lebih Produktif,7,1,26,2,5,2,1,olahraga,60,StudentStressFactors
29,Male,Accountant,4,Pekerjaan,>1 bulan,1,6.4,169,30,2,2,2,3,Tidur Lebih Baik,10,11,19,4,4,1,3,membaca,45,SleepHealthLifestyle
31,Female,Engineer,4,Pekerjaan,>1 bulan,1,6.8,157,28,3,4,4,7,Mengurangi Stres,12,12,19,4,5,3,4,membaca,60,StudentStressFactors
20,Female,Student,2,Lainnya,2-4 minggu,4,7.0,180,45,3,2,1,4,Menenangkan Pikiran,4,3,24,1,2,3,2,olahraga,30,StudentCopingMechanisms
38,Male,Teacher,2,Sosial,1-2 minggu,4,7.6,200,51,3,3,1,3,Lebih Produktif,5,8,22,3,1,3,3,membaca,30,StudentStressFactors
24,Male,Student,4,Keuangan,1-2 minggu,3,6.1,150,20,2,3,3,5,Meningkatkan Energi,5,7,21,2,3,3,2,journaling,20,StudentCopingMechanisms
18,Male,Student,2,Keuangan,1-2 minggu,4,7.6,180,45,2,3,1,4,Meningkatkan Energi,2,5,27,1,2,3,1,membaca,30,StudentCopingMechanisms
30,Male,Teacher,4,Keuangan,<1 minggu,2,5.5,140,45,4,3,3,7,Mengurangi Stres,5,7,19,4,3,3,3,olahraga,45,SleepHealthLifestyle
56,Female,Scientist,4,Pekerjaan,>1 bulan,1,7.5,163,30,1,2,3,5,Tidur Lebih Baik,12,13,15,4,4,1,3,journaling,25,StudentStressFactors
46,Female,Software Engineer,5,Pekerjaan,1-2 minggu,3,6.5,139,32,2,4,4,7,Tidur Lebih Baik,14,12,19,5,5,1,5,membaca,45,StudentCopingMechanisms
19,Female,Student,3,Sosial,<1 minggu,3,5.3,180,46,3,1,4,5,Tidur Lebih Baik,12,24,28,3,3,1,3,journaling,25,StudentStressFactors
20,Male,Student,1,Keuangan,<1 minggu,3,8.2,180,75,4,3,1,2,Menenangkan Pikiran,2,1,19,1,1,4,1,membaca,30,StudentCopingMechanisms
27,Male,Student,2,Lainnya,<1 minggu,4,7.6,162,45,3,3,1,2,Menenangkan Pikiran,3,6,24,2,2,5,3,membaca,30,StudentCopingMechanisms
51,Female,Scientist,2,Lainnya,1-2 minggu,4,7.9,200,40,2,2,2,1,Meningkatkan Energi,6,1,19,3,3,4,1,olahraga,30,SleepHealthLifestyle
18,Female,Student,2,Keuangan,<1 minggu,3,8.0,194,55,3,4,2,3,Meningkatkan Energi,4,1,28,3,3,5,2,membaca,30,StudentCopingMechanisms
19,Female,Student,1,Akademik,1-2 minggu,4,6.6,180,41,3,2,2,1,Menenangkan Pikiran,3,2,26,3,2,3,3,olahraga,30,StudentStressFactors
17,Female,Student,4,Keuangan,>1 bulan,3,7.5,114,31,2,2,4,5,Mengurangi Stres,11,15,18,5,5,2,3,journaling,20,SleepHealthLifestyle
20,Female,Student,4,Keuangan,1-2 minggu,2,6.1,163,37,3,4,3,7,Tidur Lebih Baik,10,11,15,5,5,1,4,membaca,45,StudentStressFactors
53,Male,Software Engineer,5,Pekerjaan,2-4 minggu,1,6.7,128,19,2,2,4,7,Tidur Lebih Baik,18,14,17,5,5,2,5,journaling,30,SleepHealthLifestyle
24,Female,Student,2,Akademik,1-2 minggu,3,7.0,156,45,4,4,3,4,Tidur Lebih Baik,6,6,22,3,3,4,2,membaca,30,SleepHealthLifestyle
23,Male,Student,2,Akademik,2-4 minggu,3,6.9,200,65,4,4,2,3,Meningkatkan Energi,3,4,24,1,3,3,2,membaca,45,SleepHealthLifestyle
21,Male,Student,5,Keuangan,2-4 minggu,3,5.9,122,33,2,4,4,7,Mengurangi Stres,19,4,6,4,3,2,3,journaling,25,StudentStressFactors
23,Male,Student,2,Keuangan,1-2 minggu,5,8.3,180,75,3,2,1,3,Meningkatkan Energi,0,4,28,1,1,4,1,olahraga,30,StudentCopingMechanisms
21,Male,Student,2,Akademik,2-4 minggu,5,8.0,199,46,4,3,2,5,Lebih Produktif,6,0,26,2,3,4,3,membaca,60,StudentStressFactors
36,Male,Civil Servant,2,Pekerjaan,2-4 minggu,4,7.6,169,64,4,3,2,4,Lebih Produktif,9,3,26,1,3,3,3,olahraga,30,StudentStressFactors
21,Female,Student,2,Sosial,2-4 minggu,3,7.8,196,44,3,4,2,3,Meningkatkan Energi,7,5,24,2,1,4,1,membaca,30,SleepHealthLifestyle
52,Female,Scientist,3,Pekerjaan,<1 minggu,2,6.8,174,45,2,1,1,2,Tidur Lebih Baik,8,12,19,4,3,2,4,membaca,45,StudentStressFactors
20,Female,Student,1,Akademik,1-2 minggu,3,6.6,120,52,4,3,3,4,Meningkatkan Energi,9,9,24,3,1,3,3,olahraga,45,StudentStressFactors
23,Female,Student,1,Lainnya,1-2 minggu,5,8.4,180,75,4,2,2,2,Lebih Produktif,2,3,30,1,1,5,1,olahraga,30,StudentCopingMechanisms
38,Female,Healthcare Worker,5,Pekerjaan,>1 bulan,1,6.4,141,17,3,3,3,7,Mengurangi Stres,18,13,16,5,5,2,4,olahraga,60,StudentStressFactors
25,Female,Accountant,3,Akademik,1-2 minggu,2,7.4,173,47,3,4,1,4,Mengurangi Stres,8,10,24,2,2,3,3,membaca,30,StudentCopingMechanisms
33,Male,Accountant,2,Sosial,<1 minggu,5,7.6,187,39,3,3,1,3,Meningkatkan Energi,6,7,23,1,3,4,3,membaca,45,SleepHealthLifestyle
21,Male,Graphic Designer,4,Sosial,2-4 minggu,1,6.9,129,57,2,4,4,6,Tidur Lebih Baik,13,10,17,3,4,2,4,membaca,45,StudentCopingMechanisms
53,Male,Nurse,4,Sosial,1-2 minggu,3,7.0,133,50,3,4,4,7,Meningkatkan Energi,12,12,18,3,3,2,3,journaling,25,StudentCopingMechanisms
42,Female,Lawyer,5,Keuangan,1-2 minggu,2,6.2,140,33,1,3,4,7,Tidur Lebih Baik,15,17,18,5,5,1,4,journaling,20,StudentCopingMechanisms
25,Male,Student,1,Akademik,<1 minggu,2,6.3,137,53,2,3,3,2,Tidur Lebih Baik,8,17,30,3,4,3,3,membaca,45,StudentStressFactors
35,Male,Freelancer,2,Keuangan,<1 minggu,3,7.3,188,47,3,4,2,3,Meningkatkan Energi,5,8,25,1,2,4,3,membaca,45,StudentStressFactors
44,Male,Teacher,3,Pekerjaan,1-2 minggu,3,6.9,168,54,3,3,2,3,Menenangkan Pikiran,10,10,20,3,2,4,4,membaca,45,StudentStressFactors
39,Male,Software Engineer,3,Lainnya,2-4 minggu,3,7.3,152,39,3,3,2,4,Meningkatkan Energi,9,8,21,4,2,4,2,membaca,45,StudentCopingMechanisms
17,Male,Student,4,Akademik,>1 bulan,3,7.0,153,37,3,3,4,5,Lebih Produktif,11,8,20,4,4,2,3,journaling,20,StudentStressFactors
21,Male,Student,5,Akademik,1-2 minggu,2,5.0,95,20,2,3,4,7,Mengurangi Stres,6,8,17,3,4,1,4,journaling,20,StudentCopingMechanisms
30,Male,Software Engineer,5,Lainnya,2-4 minggu,1,6.9,120,25,2,2,4,6,Mengurangi Stres,15,14,13,5,5,1,4,journaling,25,SleepHealthLifestyle
25,Male,Student,2,Lainnya,<1 minggu,4,6.2,146,45,4,3,2,3,Lebih Produktif,3,3,25,2,2,5,3,olahraga,30,StudentCopingMechanisms
26,Male,Student,3,Lainnya,2-4 minggu,4,6.5,151,45,4,3,1,6,Lebih Produktif,5,5,21,2,2,2,1,olahraga,45,StudentCopingMechanisms
38,Female,Doctor,5,Lainnya,>1 bulan,1,5.5,102,45,2,4,3,7,Tidur Lebih Baik,15,15,13,5,4,1,5,journaling,20,StudentStressFactors
29,Male,Software Engineer,4,Pekerjaan,1-2 minggu,3,6.3,174,27,3,3,4,6,Menenangkan Pikiran,16,8,18,3,5,1,3,journaling,30,SleepHealthLifestyle
43,Female,Software Engineer,3,Pekerjaan,1-2 minggu,2,7.6,164,42,3,4,1,6,Mengurangi Stres,4,4,17,4,2,4,2,membaca,45,SleepHealthLifestyle
25,Female,Student,3,Sosial,<1 minggu,1,5.7,162,36,1,3,4,5,Tidur Lebih Baik,18,25,12,3,4,1,5,journaling,25,StudentStressFactors
17,Female,Student,4,Lainnya,1-2 minggu,3,7.0,128,45,4,4,3,6,Mengurangi Stres,4,8,23,2,3,4,2,olahraga,60,StudentCopingMechanisms
22,Female,Student,2,Sosial,2-4 minggu,5,7.8,200,61,4,3,3,3,Menenangkan Pikiran,6,4,24,2,1,3,3,olahraga,30,StudentStressFactors
25,Male,Student,1,Akademik,1-2 minggu,3,6.6,180,46,3,1,2,2,Lebih Produktif,11,3,12,2,1,3,2,olahraga,20,StudentStressFactors
49,Female,Accountant,4,Pekerjaan,2-4 minggu,1,7.5,112,53,4,3,3,6,Mengurangi Stres,11,13,18,3,5,2,3,olahraga,60,StudentCopingMechanisms
25,Male,Student,3,Akademik,>1 bulan,3,7.8,200,59,3,4,2,5,Menenangkan Pikiran,8,8,22,3,4,4,4,membaca,60,StudentStressFactors
24,Male,Student,2,Akademik,1-2 minggu,4,8.2,170,64,4,3,3,4,Meningkatkan Energi,6,6,26,3,2,4,3,olahraga,30,StudentStressFactors
45,Male,Teacher,4,Keuangan,<1 minggu,2,6.4,138,40,4,3,3,6,Tidur Lebih Baik,7,6,11,3,4,3,4,olahraga,45,SleepHealthLifestyle
24,Female,Freelancer,4,Keuangan,1-2 minggu,2,7.9,151,48,3,4,2,6,Mengurangi Stres,10,13,15,5,5,1,3,membaca,45,SleepHealthLifestyle
28,Female,Student,4,Lainnya,2-4 minggu,3,7.0,129,48,4,3,3,6,Tidur Lebih Baik,13,8,19,5,3,1,5,olahraga,45,StudentStressFactors
25,Male,Student,5,Keuangan,>1 bulan,2,5.5,180,35,1,3,3,7,Tidur Lebih Baik,12,26,14,3,5,1,5,membaca,45,StudentStressFactors
25,Male,Doctor,5,Pekerjaan,>1 bulan,2,5.7,135,23,3,4,4,6,Mengurangi Stres,15,13,13,5,5,1,5,journaling,20,SleepHealthLifestyle
48,Male,Accountant,3,Sosial,<1 minggu,4,6.6,142,37,4,4,2,5,Meningkatkan Energi,8,10,22,3,3,3,4,membaca,45,StudentStressFactors
41,Female,Teacher,4,Pekerjaan,2-4 minggu,3,7.0,125,24,2,2,4,5,Meningkatkan Energi,11,13,18,4,4,1,5,journaling,25,SleepHealthLifestyle
23,Male,Student,3,Sosial,2-4 minggu,2,6.1,180,51,3,1,4,5,Tidur Lebih Baik,18,20,8,3,2,3,4,journaling,25,StudentStressFactors
23,Male,Software Engineer,5,Pekerjaan,>1 bulan,1,6.7,135,41,3,2,3,6,Tidur Lebih Baik,15,18,17,5,5,2,5,journaling,30,StudentCopingMechanisms
46,Male,Teacher,2,Pekerjaan,<1 minggu,4,8.2,161,62,4,4,2,3,Meningkatkan Energi,6,9,24,3,1,4,1,membaca,30,StudentCopingMechanisms
38,Female,Doctor,5,Pekerjaan,2-4 minggu,2,6.2,92,27,1,3,3,6,Mengurangi Stres,17,15,12,5,5,2,5,journaling,30,StudentCopingMechanisms
20,Male,Student,2,Lainnya,2-4 minggu,5,7.9,170,75,4,2,2,4,Lebih Produktif,0,1,30,1,1,5,1,olahraga,30,StudentCopingMechanisms
22,Female,Student,2,Akademik,<1 minggu,5,7.0,156,45,4,4,1,3,Meningkatkan Energi,7,6,23,3,1,3,3,membaca,45,StudentStressFactors
36,Female,Teacher,2,Lainnya,>1 bulan,5,7.2,167,70,3,3,2,2,Menenangkan Pikiran,7,4,24,3,1,4,2,membaca,30,StudentCopingMechanisms
22,Male,Student,3,Lainnya,2-4 minggu,4,7.4,140,45,2,4,2,5,Lebih Produktif,3,5,24,3,2,2,3,membaca,45,StudentCopingMechanisms
31,Male,Accountant,3,Keuangan,<1 minggu,2,7.0,184,44,4,3,3,5,Mengurangi Stres,10,10,20,2,2,3,3,membaca,60,StudentCopingMechanisms
52,Male,Entrepreneur,5,Keuangan,>1 bulan,2,6.2,106,17,2,4,4,7,Mengurangi Stres,16,15,11,4,5,1,4,journaling,25,SleepHealthLifestyle
18,Male,Student,2,Keuangan,<1 minggu,4,7.1,188,48,4,4,1,5,Meningkatkan Energi,6,6,23,1,3,3,3,membaca,60,StudentCopingMechanisms
46,Female,Lawyer,4,Keuangan,>1 bulan,2,5.9,145,37,3,3,4,6,Mengurangi Stres,7,8,15,1,4,3,4,membaca,45,SleepHealthLifestyle
21,Male,Student,4,Lainnya,<1 minggu,3,7.0,146,45,4,3,4,7,Mengurangi Stres,6,5,19,2,3,4,2,journaling,45,StudentCopingMechanisms
22,Female,Manager,5,Pekerjaan,2-4 minggu,2,6.4,92,40,3,2,4,6,Mengurangi Stres,16,14,18,5,5,2,5,journaling,25,StudentStressFactors
27,Female,Nurse,4,Sosial,2-4 minggu,1,7.2,150,43,4,2,4,6,Tidur Lebih Baik,14,12,18,4,4,2,5,journaling,25,StudentCopingMechanisms
39,Female,Graphic Designer,4,Pekerjaan,1-2 minggu,3,6.9,129,44,4,4,3,6,Lebih Produktif,11,11,20,5,3,2,5,olahraga,60,SleepHealthLifestyle
52,Male,Teacher,4,Keuangan,>1 bulan,2,6.9,140,54,4,4,4,5,Tidur Lebih Baik,5,9,15,4,3,3,3,journaling,20,SleepHealthLifestyle
18,Male,Student,1,Akademik,<1 minggu,2,6.4,174,44,3,4,4,4,Tidur Lebih Baik,20,5,3,3,4,3,5,membaca,30,StudentStressFactors
33,Male,Lawyer,5,Pekerjaan,>1 bulan,1,6.5,120,15,2,4,4,6,Tidur Lebih Baik,16,18,14,4,4,1,5,journaling,25,StudentStressFactors
44,Male,Nurse,3,Pekerjaan,2-4 minggu,2,7.4,200,50,3,3,3,5,Mengurangi Stres,9,8,23,2,4,4,4,membaca,60,StudentCopingMechanisms
48,Male,Doctor,5,Pekerjaan,2-4 minggu,1,6.9,147,48,4,2,4,6,Tidur Lebih Baik,17,16,15,4,4,1,5,journaling,25,StudentStressFactors
57,Male,Doctor,4,Keuangan,2-4 minggu,2,7.1,168,25,2,4,4,7,Tidur Lebih Baik,13,10,18,4,5,3,4,membaca,45,StudentCopingMechanisms
38,Male,Software Engineer,4,Pekerjaan,2-4 minggu,2,6.0,159,28,2,3,4,5,Tidur Lebih Baik,17,11,13,4,5,3,3,journaling,30,StudentStressFactors
48,Male,Nurse,3,Pekerjaan,<1 minggu,4,7.1,180,39,4,1,1,4,Meningkatkan Energi,10,6,14,2,3,2,4,olahraga,45,StudentCopingMechanisms
18,Male,Student,2,Keuangan,>1 bulan,4,7.7,194,57,4,4,2,3,Lebih Produktif,7,6,23,1,3,4,2,olahraga,30,StudentStressFactors
39,Female,Scientist,3,Sosial,1-2 minggu,4,6.9,153,48,3,2,1,5,Meningkatkan Energi,11,11,17,3,2,4,4,olahraga,60,StudentCopingMechanisms
49,Female,Sales Representative,4,Akademik,1-2 minggu,1,6.4,135,33,1,4,4,6,Tidur Lebih Baik,11,14,17,5,5,2,4,membaca,60,StudentStressFactors
28,Female,Scientist,3,Pekerjaan,1-2 minggu,3,7.9,159,41,3,4,2,4,Lebih Produktif,9,7,21,3,3,4,4,membaca,30,StudentStressFactors
39,Male,Lawyer,4,Pekerjaan,<1 minggu,1,6.4,158,45,2,3,4,5,Mengurangi Stres,10,12,18,3,3,3,5,membaca,45,StudentStressFactors
33,Female,Doctor,5,Pekerjaan,>1 bulan,1,6.4,94,18,1,4,3,7,Tidur Lebih Baik,17,19,12,5,5,1,5,journaling,25,StudentCopingMechanisms
